path,video type,file name,encoder,plays,enc_t0,enc_t1,play_t0,play_t1,duration,bitrate,resolution,fps,tbr,tbn,tbc,size0,size_enc
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-3672.mkv,vp8,1,2020-09-15 16:17:49.485607,2020-09-15 16:17:57.685156,2020-09-15 16:18:02.689602,2020-09-15 16:18:26.736234,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,576K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-3672.mkv,vp9,1,2020-09-15 16:18:31.884014,2020-09-15 16:19:16.958170,2020-09-15 16:19:21.961603,2020-09-15 16:19:45.971199,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,7803K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-5e7f.mkv,libx264,1,2020-09-15 16:19:51.141271,2020-09-15 16:19:53.007951,2020-09-15 16:19:58.013100,2020-09-15 16:20:22.266416,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,3016K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-5e7f.mkv,hevc,1,2020-09-15 16:20:27.414410,2020-09-15 16:20:38.903908,2020-09-15 16:20:43.909096,2020-09-15 16:21:07.924886,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,4128K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-5e7f.mkv,vp8,1,2020-09-15 16:21:13.076049,2020-09-15 16:21:18.265584,2020-09-15 16:21:23.270758,2020-09-15 16:21:47.290722,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,679K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-5e7f.mkv,vp9,1,2020-09-15 16:21:52.459033,2020-09-15 16:22:29.996954,2020-09-15 16:22:35.002141,2020-09-15 16:22:58.983228,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,4707K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-5a3b.mkv,libx264,1,2020-09-15 16:23:04.141601,2020-09-15 16:23:05.945375,2020-09-15 16:23:10.950550,2020-09-15 16:23:35.330482,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,3798K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-5a3b.mkv,hevc,1,2020-09-15 16:23:40.492079,2020-09-15 16:23:50.106480,2020-09-15 16:23:55.111664,2020-09-15 16:24:19.238505,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,3374K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-5a3b.mkv,vp8,1,2020-09-15 16:24:24.389615,2020-09-15 16:24:28.297570,2020-09-15 16:24:33.301601,2020-09-15 16:24:57.279477,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,783K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-5a3b.mkv,vp9,1,2020-09-15 16:25:02.432203,2020-09-15 16:25:40.707064,2020-09-15 16:25:45.712214,2020-09-15 16:26:09.675686,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,6386K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-2b9b.mkv,libx264,1,2020-09-15 16:26:14.843123,2020-09-15 16:26:17.015974,2020-09-15 16:26:22.021140,2020-09-15 16:26:46.282063,00:00:19.99,110494,640x480,29.97,29.97,1000k,1000k,269582K,4104K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-2b9b.mkv,hevc,1,2020-09-15 16:26:51.411179,2020-09-15 16:27:03.820152,2020-09-15 16:27:08.821589,2020-09-15 16:27:32.834143,00:00:19.99,110494,640x480,29.97,29.97,1000k,1000k,269582K,3977K
